127.0.0.1 - - [15/Aug/2022:12:19:02 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:03:52 +0530] "GET /medicare/resources/images/PRDABCXYZDEFX.jpg HTTP/1.1" 200 28457
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:10 +0530] "GET /medicare/show/all/products HTTP/1.1" 200 6815
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:10 +0530] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:10 +0530] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:10 +0530] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:10 +0530] "GET /medicare/resources/css/myapp.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:10 +0530] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:10 +0530] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:10 +0530] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:10 +0530] "GET /medicare/resources/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:10 +0530] "GET /medicare/resources/js/myapp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:10 +0530] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:10 +0530] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:11 +0530] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:11 +0530] "GET /medicare/json/data/all/products?_=1660549751375 HTTP/1.1" 200 1256
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:11 +0530] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:11 +0530] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:11 +0530] "GET /medicare/resources/images/PRDPQR123WGTX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:11 +0530] "GET /medicare/resources/images/PRDMNO123PQRX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:11 +0530] "GET /medicare/resources/images/PRDABCXYZDEFX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:11 +0530] "GET /medicare/resources/images/PRDDEF123DEFX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:11 +0530] "GET /medicare/resources/images/PRDDEF123GHIX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:25 +0530] "GET /medicare/membership HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:19:26 +0530] "GET /medicare/membership?execution=e1s1 HTTP/1.1" 200 6065
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:21:18 +0530] "POST /medicare/membership?execution=e1s1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:21:19 +0530] "GET /medicare/membership?execution=e1s2 HTTP/1.1" 200 5938
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:21:51 +0530] "GET /medicare/membership?execution=e1s1 HTTP/1.1" 200 6122
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:21:58 +0530] "GET /medicare/show/all/products HTTP/1.1" 200 6815
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:21:59 +0530] "GET /medicare/json/data/all/products?_=1660549918927 HTTP/1.1" 200 1256
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:22:05 +0530] "GET /medicare/home HTTP/1.1" 200 10335
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:22:05 +0530] "GET /medicare/resources/js/angular.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:22:05 +0530] "GET /medicare/resources/js/productsController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:22:05 +0530] "GET /medicare/resources/images/banner3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:22:05 +0530] "GET /medicare/resources/images/banner4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:22:05 +0530] "GET /medicare/resources/images/banner1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:22:05 +0530] "GET /medicare/resources/images/banner2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:22:06 +0530] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:22:06 +0530] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:22:11 +0530] "GET /medicare/login HTTP/1.1" 200 3923
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:23:11 +0530] "GET /medicare/login HTTP/1.1" 200 3923
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:23:37 +0530] "GET /medicare/home HTTP/1.1" 200 10335
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:23:38 +0530] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:23:38 +0530] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:23:56 +0530] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:33:53 +0530] "GET /medicare/show/1/product HTTP/1.1" 200 6461
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:33:53 +0530] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:33:53 +0530] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:33:53 +0530] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:33:53 +0530] "GET /medicare/resources/css/myapp.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:33:53 +0530] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:33:53 +0530] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:33:53 +0530] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:33:53 +0530] "GET /medicare/resources/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:33:53 +0530] "GET /medicare/resources/js/myapp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:33:53 +0530] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:33:53 +0530] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:33:53 +0530] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:33:53 +0530] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:13:33:54 +0530] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:01:58 +0530] "GET /medicare/show/1/product HTTP/1.1" 200 6461
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:01:58 +0530] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:01:58 +0530] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:01:58 +0530] "GET /medicare/resources/css/myapp.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:01:58 +0530] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:01:59 +0530] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:01:59 +0530] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:01:59 +0530] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:01:59 +0530] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:01:59 +0530] "GET /medicare/resources/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:01:59 +0530] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:01:59 +0530] "GET /medicare/resources/js/myapp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:01:59 +0530] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:01:59 +0530] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:01:59 +0530] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:06:58 +0530] "GET /medicare/show/1/product HTTP/1.1" 200 6461
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:06:59 +0530] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:06:59 +0530] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:06:59 +0530] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:06:59 +0530] "GET /medicare/resources/css/myapp.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:06:59 +0530] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:06:59 +0530] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:06:59 +0530] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:06:59 +0530] "GET /medicare/resources/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:06:59 +0530] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:06:59 +0530] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:06:59 +0530] "GET /medicare/resources/js/myapp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:06:59 +0530] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:06:59 +0530] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:06:59 +0530] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:06:59 +0530] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:10:18 +0530] "GET /medicare/cart/add/1/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:10:18 +0530] "GET /medicare/login HTTP/1.1" 200 3923
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:10:19 +0530] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:18:19 +0530] "GET /medicare/membership HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:18:19 +0530] "GET /medicare/membership?execution=e2s1 HTTP/1.1" 200 6065
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:18:19 +0530] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:47:16 +0530] "POST /medicare/membership?execution=e2s1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:47:16 +0530] "GET /medicare/membership?execution=e2s1 HTTP/1.1" 200 6455
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:47:16 +0530] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:47:16 +0530] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:47:16 +0530] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:47:16 +0530] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:47:16 +0530] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:47:16 +0530] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:47:16 +0530] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:47:16 +0530] "GET /medicare/resources/css/myapp.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:47:16 +0530] "GET /medicare/resources/js/myapp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:47:16 +0530] "GET /medicare/resources/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:47:16 +0530] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:47:17 +0530] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:47:17 +0530] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:47:17 +0530] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [15/Aug/2022:17:25:16 +0530] "GET /medicare/membership?execution=e2s1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:17:25:16 +0530] "GET /medicare/membership HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:17:25:16 +0530] "GET /medicare/membership?execution=e1s1 HTTP/1.1" 200 6065
0:0:0:0:0:0:0:1 - - [15/Aug/2022:17:25:17 +0530] "GET /medicare/resources/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:17:25:17 +0530] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:17:25:17 +0530] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:17:25:17 +0530] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:17:25:17 +0530] "GET /medicare/resources/css/myapp.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:17:25:17 +0530] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:17:25:17 +0530] "GET /medicare/resources/js/myapp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:17:25:17 +0530] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:17:25:17 +0530] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:17:25:17 +0530] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:17:25:17 +0530] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:17:25:17 +0530] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:17:25:17 +0530] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
